1,1,121.5,333.7,134.4,59.69999999999999,1,1,1.0
1,2,733.99,266.12,71.59000000000003,38.69999999999999,1,1,1.0
1,3,208.59,250.58,94.55999999999997,40.849999999999994,1,1,1.0
2,1,98.4,337.64,136.7,60.35000000000002,1,1,1.0
2,2,719.85,267.88,73.34000000000003,39.03000000000003,1,1,1.0
2,3,208.57,250.67,94.56,40.849999999999994,1,1,1.0
3,1,72.8,341.2,142.89999999999998,61.19999999999999,1,1,1.0
3,2,705.7,269.64,75.09999999999991,39.360000000000014,1,1,1.0
3,3,208.55,250.75,94.56,40.85000000000002,1,1,1.0
4,1,47.5,344.76,145.8,62.710000000000036,1,1,1.0
4,2,692.0,271.39,75.63,40.06,1,1,1.0
4,3,208.53,250.83,94.55999999999997,40.849999999999994,1,1,1.0
5,1,21.8,348.32,146.92999999999998,63.78000000000003,1,1,1.0
5,2,677.95,273.15,77.1099999999999,40.75,1,1,1.0
5,3,208.51,250.92,94.56,40.849999999999994,1,1,1.0
6,1,0.0,351.88,147.0,65.82,1,1,1.0
6,2,663.9,274.91,78.60000000000002,41.44,1,1,1.0
6,3,208.49,251.0,94.56,40.85000000000002,1,1,1.0
7,1,0.0,355.44,123.8,66.36000000000001,1,1,1.0
7,2,649.5,276.67,79.58000000000004,42.65999999999997,1,1,1.0
7,3,208.47,251.08,94.55999999999997,40.849999999999994,1,1,1.0
8,1,0.0,359.0,100.2,68.39999999999998,1,1,1.0
8,2,635.1,278.43,80.55999999999995,43.870000000000005,1,1,1.0
8,3,208.45,251.16,94.56,40.849999999999994,1,1,1.0
9,1,0.0,362.3,76.1,57.099999999999966,1,1,1.0
9,2,620.8,280.18,82.10000000000002,44.21999999999997,1,1,1.0
9,3,208.43,251.25,94.55000000000001,40.85000000000002,1,1,1.0
10,1,0.0,368.2,51.8,56.80000000000001,1,1,1.0
10,2,605.46,281.94,83.13999999999999,44.56,1,1,1.0
10,3,208.41,251.33,94.54999999999998,40.849999999999994,1,1,1.0
11,1,0.0,377.12,24.41,52.77999999999997,1,1,1.0
11,2,590.3,283.7,85.10000000000002,46.10000000000002,1,1,0.0
11,3,208.39,251.41,94.55000000000001,40.849999999999994,1,1,1.0
12,2,574.45,285.97,86.79999999999995,43.92999999999995,1,1,0.0
12,3,208.37,251.48,94.55000000000001,40.849999999999994,1,1,1.0
13,2,558.6,288.24,88.5,41.75999999999999,1,1,0.0
13,3,208.35,251.54,94.54999999999998,40.849999999999994,1,1,1.0
14,2,543.77,290.62,88.02999999999997,43.24000000000001,1,1,0.0
14,3,208.32,251.6,94.56,40.849999999999994,1,1,1.0
15,2,526.52,293.0,89.76999999999998,45.80000000000001,1,1,0.0
15,3,208.3,251.66,94.56,40.849999999999994,1,1,1.0
16,2,509.28,295.38,91.49000000000001,47.420000000000016,1,1,0.0
16,3,208.28,251.72,94.55999999999997,40.849999999999994,1,1,1.0
17,2,492.04,297.76,94.66000000000003,48.660000000000025,1,1,0.0
17,3,208.26,251.79,94.56,40.849999999999994,1,1,1.0
18,2,474.4,300.14,96.43000000000006,49.900000000000034,1,1,0.0
18,3,208.24,251.85,94.56,40.849999999999994,1,1,1.0
19,2,457.29,302.52,96.81,51.14000000000004,1,1,0.0
19,3,208.22,251.91,94.55999999999997,40.849999999999994,1,1,1.0
20,2,440.17,304.89,94.43,52.389999999999986,1,1,0.0
20,3,208.2,251.97,94.56,40.849999999999994,1,1,1.0
21,2,423.06,307.27,99.73999999999995,53.629999999999995,1,1,1.0
21,3,208.18,252.04,94.55000000000001,40.849999999999994,1,1,1.0
22,2,404.5,310.45,104.10000000000002,54.75999999999999,1,1,1.0
22,3,208.18,251.97,94.55000000000001,40.849999999999994,1,1,1.0
23,2,385.63,313.63,106.44999999999999,55.889999999999986,1,1,1.0
23,3,208.18,251.91,94.55000000000001,40.849999999999994,1,1,1.0
24,2,366.8,316.81,107.19,57.01999999999998,1,1,1.0
24,3,208.18,251.85,94.55000000000001,40.849999999999994,1,1,1.0
25,2,348.2,319.99,109.10000000000002,58.14999999999998,1,1,1.0
25,3,208.18,251.79,94.55000000000001,40.849999999999994,1,1,1.0
26,2,328.2,323.17,110.77000000000004,59.27999999999997,1,1,1.0
26,3,208.18,251.72,94.55000000000001,40.849999999999994,1,1,1.0
27,2,307.5,326.35,114.0,60.40999999999997,1,1,1.0
27,3,208.18,251.66,94.55000000000001,40.849999999999994,1,1,1.0
28,2,286.5,329.53,116.44999999999999,61.54000000000002,1,1,1.0
28,3,208.18,251.6,94.55000000000001,40.849999999999994,1,1,1.0
29,2,264.99,332.71,120.61000000000001,62.670000000000016,1,1,1.0
29,3,208.18,251.54,94.55000000000001,40.849999999999994,1,1,1.0
30,2,243.48,335.88,122.97,63.81,1,1,1.0
30,3,208.18,251.48,94.55000000000001,40.849999999999994,1,1,1.0
31,2,221.97,339.06,125.33000000000001,64.94,1,1,1.0
31,3,208.18,251.41,94.55000000000001,40.849999999999994,1,1,1.0
32,2,199.77,343.16,128.53,66.56,1,1,1.0
32,3,208.16,251.35,94.54999999999998,40.849999999999994,1,1,1.0
33,2,174.9,347.26,132.99999999999997,68.18,1,1,1.0
33,3,208.14,251.29,94.55000000000001,40.849999999999994,1,1,1.0
34,2,150.9,351.35,136.9,69.81,1,1,1.0
34,3,208.12,251.23,94.55000000000001,40.849999999999994,1,1,1.0
35,2,124.9,355.45,140.70000000000002,71.43,1,1,1.0
35,3,208.1,251.16,94.54999999999998,40.849999999999994,1,1,1.0
36,2,99.2,359.55,145.10000000000002,73.05000000000001,1,1,1.0
36,3,208.08,251.1,94.54999999999998,40.849999999999994,1,1,1.0
37,2,73.91,362.94,149.49,74.68,1,1,1.0
37,3,208.05,251.04,94.56,40.849999999999994,1,1,1.0
38,2,45.8,367.22,153.60000000000002,76.28999999999996,1,1,1.0
38,3,208.03,250.98,94.55999999999997,40.849999999999994,1,1,1.0
39,2,17.2,371.49,158.20000000000002,77.92000000000002,1,1,1.0
39,3,208.01,250.92,94.56,40.849999999999994,1,1,1.0
40,2,0.0,375.58,152.5,79.55000000000001,1,1,1.0
40,3,207.99,250.85,94.56,40.849999999999994,1,1,1.0
41,2,0.0,380.03,125.1,81.17000000000002,1,1,1.0
41,3,207.97,250.79,94.55999999999997,40.849999999999994,1,1,1.0
42,2,0.0,386.78,100.9,81.12,1,1,1.0
42,3,207.97,250.85,94.55999999999997,40.849999999999994,1,1,1.0
43,2,0.0,392.3,75.9,64.09999999999997,1,1,1.0
43,3,207.97,250.92,94.55999999999997,40.849999999999994,1,1,1.0
44,2,0.0,400.28,50.9,62.52000000000004,1,1,1.0
44,3,207.97,250.98,94.55999999999997,40.849999999999994,1,1,1.0
45,2,0.0,413.0,22.41,57.60000000000002,1,1,1.0
45,3,207.97,251.04,94.55999999999997,40.849999999999994,1,1,1.0
46,3,207.97,251.1,94.55999999999997,40.849999999999994,1,1,1.0
47,3,207.97,251.16,94.55999999999997,40.849999999999994,1,1,1.0
48,3,207.97,251.23,94.55999999999997,40.849999999999994,1,1,1.0
49,3,207.97,251.29,94.55999999999997,40.849999999999994,1,1,1.0
50,3,207.97,251.35,94.55999999999997,40.849999999999994,1,1,1.0
51,3,207.97,251.41,94.55999999999997,40.849999999999994,1,1,1.0
52,4,951.02,226.47,8.980000000000018,53.66999999999999,1,1,1.0
52,3,208.04,251.62,94.56000000000003,40.85000000000002,1,1,1.0
53,4,946.67,226.47,13.330000000000041,55.309999999999974,1,1,1.0
53,3,208.11,251.83,94.56,40.849999999999994,1,1,1.0
54,4,942.33,226.47,17.66999999999996,56.95000000000002,1,1,1.0
54,3,208.18,252.04,94.56,40.849999999999994,1,1,1.0
55,4,937.99,226.47,22.00999999999999,58.58000000000001,1,1,1.0
55,3,208.26,252.16,94.56,40.849999999999994,1,1,1.0
56,4,933.64,226.47,26.360000000000014,60.22,1,1,1.0
56,3,208.35,252.28,94.54999999999998,40.849999999999994,1,1,1.0
57,4,929.3,226.47,30.700000000000045,61.849999999999994,1,1,1.0
57,3,208.43,252.41,94.55000000000001,40.849999999999994,1,1,1.0
58,4,924.23,226.47,35.76999999999998,63.48999999999998,1,1,1.0
58,3,208.51,252.53,94.56,40.849999999999994,1,1,1.0
59,4,919.15,226.47,40.85000000000002,65.11999999999998,1,1,1.0
59,3,208.59,252.66,94.55999999999997,40.849999999999994,1,1,1.0
60,4,914.08,226.47,45.91999999999996,66.76000000000002,1,1,1.0
60,3,208.64,252.82,94.55000000000001,40.85000000000002,1,1,1.0
61,4,909.0,226.47,51.0,68.39000000000001,1,1,1.0
61,3,208.68,252.99,94.55000000000001,40.849999999999966,1,1,1.0
62,4,902.8,226.47,57.200000000000045,70.03,1,1,1.0
62,3,208.72,253.15,94.55999999999997,40.849999999999994,1,1,1.0
63,4,896.9,226.47,63.10000000000002,71.77000000000001,1,1,1.0
63,3,208.76,253.32,94.56,40.85000000000002,1,1,1.0
64,4,892.2,226.47,67.79999999999995,73.51000000000002,1,1,1.0
64,3,208.8,253.49,94.56,40.849999999999966,1,1,1.0
65,4,886.5,226.47,73.5,75.25000000000003,1,1,1.0
65,3,208.8,253.9,94.56,40.849999999999994,1,1,1.0
66,4,880.29,226.47,79.71000000000004,76.98999999999998,1,1,1.0
66,3,208.8,254.32,94.56,40.85000000000002,1,1,1.0
67,4,873.1,226.47,86.89999999999998,78.72999999999999,1,1,1.0
67,3,208.76,254.36,94.56,40.849999999999966,1,1,1.0
68,4,867.25,226.47,92.75,80.47,1,1,1.0
68,3,208.72,254.4,94.54999999999998,40.849999999999994,1,1,1.0
69,4,861.4,226.47,98.60000000000002,82.21000000000001,1,1,1.0
69,3,208.68,254.44,94.55000000000001,40.85000000000002,1,1,1.0
70,4,855.3,226.47,104.70000000000005,83.95000000000002,1,1,1.0
70,3,208.64,254.48,94.55000000000001,40.849999999999994,1,1,1.0
71,4,847.9,226.47,112.10000000000002,85.69000000000003,1,1,1.0
71,3,208.59,254.52,94.55999999999997,40.849999999999994,1,1,1.0
72,4,840.1,226.47,119.89999999999998,87.42999999999998,1,1,1.0
72,3,208.55,254.56,94.56,40.85000000000002,1,1,1.0
73,4,834.0,227.58,126.0,88.30999999999997,1,1,1.0
73,3,208.51,254.61,94.56,40.849999999999966,1,1,1.0
74,4,827.1,228.7,132.89999999999998,89.18,1,1,1.0
74,3,208.47,254.65,94.55999999999997,40.849999999999994,1,1,1.0
75,4,818.5,229.81,141.5,90.06,1,1,1.0
75,3,208.43,254.69,94.55000000000001,40.85000000000002,1,1,1.0
76,4,810.3,230.92,149.70000000000005,90.94000000000003,1,1,1.0
76,3,208.39,254.73,94.55000000000001,40.849999999999994,1,1,1.0
77,4,803.9,232.03,156.10000000000002,91.82000000000002,1,1,1.0
77,3,208.39,254.8,94.55000000000001,40.849999999999966,1,1,1.0
78,4,794.3,233.15,164.80000000000007,92.68999999999997,1,1,1.0
78,5,781.15,260.99,18.600000000000023,25.5,1,1,0.0
78,3,208.39,254.87,94.55000000000001,40.85000000000002,1,1,1.0
79,4,786.1,234.26,167.5,93.57,1,1,1.0
79,5,770.6,261.21,20.809999999999945,26.79000000000002,1,1,0.0
79,3,208.39,254.94,94.55000000000001,40.85000000000002,1,1,1.0
80,4,777.7,235.37,170.29999999999995,94.44999999999999,1,1,1.0
