1,1,55.11,61.42,120.08,58.209999999999994,1,1,1.0
1,2,312.42,0.0,398.3,113.89,1,1,1.0
1,3,97.36,0.0,219.27999999999997,62.52,1,1,1.0
2,1,34.53,56.4,118.77000000000001,57.199999999999996,1,1,1.0
2,2,311.85,0.0,398.28999999999996,113.89,1,1,1.0
2,3,97.36,0.0,219.07999999999998,62.52,1,1,1.0
3,1,21.11,54.23,111.29,55.70000000000001,1,1,1.0
3,2,311.27,0.0,398.30000000000007,113.89,1,1,1.0
3,3,97.36,0.0,218.89,62.52,1,1,1.0
4,1,3.1,50.74,108.80000000000001,54.190000000000005,1,1,1.0
4,2,310.7,0.0,398.29,113.89,1,1,1.0
4,3,97.36,0.0,218.7,62.52,1,1,1.0
5,1,0.0,47.74,91.65,52.690000000000005,1,1,1.0
5,2,310.12,0.0,398.29999999999995,113.89,1,1,1.0
5,3,97.36,0.0,218.5,62.52,1,1,1.0
6,1,0.0,45.53,74.24,51.19,1,1,1.0
6,2,309.55,0.0,398.29,113.89,1,1,1.0
6,3,97.36,0.0,218.31,62.52,1,1,1.0
7,1,0.0,43.31,56.84,49.69,1,1,1.0
7,2,308.97,0.0,398.29999999999995,113.89,1,1,1.0
7,3,97.36,0.0,218.12,62.52,1,1,1.0
8,1,0.0,42.19,41.72,45.61,1,1,1.0
8,2,308.4,0.0,398.2900000000001,113.89,1,1,1.0
8,3,97.36,0.0,217.91999999999996,62.52,1,1,1.0
9,1,0.0,41.07,26.6,41.529999999999994,1,1,1.0
9,2,307.82,0.0,398.3,113.89,1,1,1.0
9,3,97.36,0.0,217.72999999999996,62.52,1,1,1.0
10,1,0.0,41.07,12.35,41.529999999999994,1,1,1.0
10,4,919.95,188.18,40.049999999999955,69.64999999999998,1,1,1.0
10,2,307.25,0.0,398.28999999999996,113.89,1,1,1.0
10,3,97.36,0.0,217.52999999999997,62.52,1,1,1.0
11,4,875.87,179.42,84.13,87.78,1,1,1.0
11,2,306.67,0.0,398.3,113.89,1,1,1.0
11,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
12,4,827.73,168.61,132.26999999999998,96.70999999999998,1,1,1.0
12,2,306.67,0.0,398.3,113.89,1,1,1.0
12,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
13,4,779.6,157.8,180.39999999999998,105.64999999999998,1,1,1.0
13,2,306.67,0.0,398.3,113.89,1,1,1.0
13,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
14,5,0.0,175.38,14.5,46.22,1,1,1.0
14,4,735.9,151.1,224.10000000000002,119.00000000000003,1,1,1.0
14,2,306.67,0.0,398.3,113.89,1,1,1.0
14,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
15,5,0.26,165.5,33.4,67.96000000000001,1,1,1.0
15,4,694.7,143.6,265.29999999999995,116.1,1,1,1.0
15,2,306.67,0.0,398.3,113.89,1,1,1.0
15,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
16,5,0.25,165.0,53.9,83.12,1,1,1.0
16,4,663.06,135.1,262.44000000000005,113.0,1,1,1.0
16,2,306.67,0.0,398.3,113.89,1,1,1.0
16,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
17,5,0.23,164.5,74.39999999999999,98.27999999999997,1,1,1.0
17,4,619.6,130.17,262.4,109.54000000000002,1,1,1.0
17,2,306.67,0.0,398.3,113.89,1,1,1.0
17,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
18,5,0.21,166.9,91.79,113.70000000000002,1,1,1.0
18,4,584.2,122.0,249.5999999999999,107.69999999999999,1,1,1.0
18,2,306.67,0.0,398.3,113.89,1,1,1.0
18,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
19,5,0.0,172.89,113.2,119.21000000000004,1,1,1.0
19,4,548.7,115.5,244.39999999999998,104.4,1,1,1.0
19,2,306.67,0.0,398.3,113.89,1,1,1.0
19,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
20,5,0.0,181.35,138.0,125.52000000000001,1,1,1.0
20,4,520.31,111.37,230.19000000000005,100.63,1,1,1.0
20,2,306.67,0.0,398.3,113.89,1,1,1.0
20,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
21,5,0.0,187.7,163.3,130.5,1,1,1.0
21,4,485.4,107.24,224.20000000000005,96.86,1,1,1.0
21,2,306.67,0.0,398.3,113.89,1,1,1.0
21,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
22,5,0.0,197.2,194.15,137.5,1,1,1.0
22,4,456.6,103.1,217.5,92.70000000000002,1,1,1.0
22,2,306.67,0.0,398.3,113.89,1,1,1.0
22,3,97.36,0.0,217.33999999999997,62.52,1,1,1.0
23,5,13.21,206.7,211.79,144.5,1,1,1.0
23,4,428.9,97.3,208.70000000000005,90.00000000000001,1,1,1.0
